"Group","bacteria","pathway"
"Group1","Enterococcus mundtii DSM 4838","Drug metabolism - other enzymes"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of various secondary metabolites - part 3"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of ansamycins"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of vancomycin group antibiotics"
"Group1","Enterococcus mundtii DSM 4838","Metabolic pathways"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of secondary metabolites"
"Group1","Enterococcus mundtii DSM 4838","Microbial metabolism in diverse environments"
"Group1","Enterococcus mundtii DSM 4838","Various types of N-glycan biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Lipopolysaccharide biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Enterococcus mundtii DSM 4838","Ascorbate and aldarate metabolism"
"Group1","Enterococcus mundtii DSM 4838","Fatty acid elongation"
"Group1","Enterococcus mundtii DSM 4838","Fatty acid degradation"
"Group1","Enterococcus mundtii DSM 4838","Geraniol degradation"
"Group1","Enterococcus mundtii DSM 4838","Benzoate degradation"
"Group1","Enterococcus mundtii DSM 4838","alpha-Linolenic acid metabolism"
"Group1","Enterococcus mundtii DSM 4838","Dioxin degradation"
"Group1","Enterococcus mundtii DSM 4838","Xylene degradation"
"Group1","Enterococcus mundtii DSM 4838","Toluene degradation"
"Group1","Enterococcus mundtii DSM 4838","Chloroalkane and chloroalkene degradation"
"Group1","Enterococcus mundtii DSM 4838","Naphthalene degradation"
"Group1","Enterococcus mundtii DSM 4838","Retinol metabolism"
"Group1","Enterococcus mundtii DSM 4838","Caprolactam degradation"
"Group1","Enterococcus mundtii DSM 4838","Metabolism of xenobiotics by cytochrome P450"
"Group1","Enterococcus mundtii DSM 4838","Drug metabolism - cytochrome P450"
"Group1","Enterococcus mundtii DSM 4838","Steroid hormone biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Phosphonate and phosphinate metabolism"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of various secondary metabolites - part 2"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Enterococcus mundtii DSM 4838","Primary bile acid biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Secondary bile acid biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Phenazine biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Aflatoxin biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Human immunodeficiency virus 1 infection"
"Group1","Enterococcus mundtii DSM 4838","Ethylbenzene degradation"
"Group1","Enterococcus mundtii DSM 4838","Atrazine degradation"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of unsaturated fatty acids"
"Group1","Enterococcus mundtii DSM 4838","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Enterococcus mundtii DSM 4838","Limonene and pinene degradation"
"Group1","Enterococcus mundtii DSM 4838","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Enterococcus mundtii DSM 4838","Fluorobenzoate degradation"
"Group1","Enterococcus mundtii DSM 4838","Polycyclic aromatic hydrocarbon degradation"
"Group1","Enterococcus mundtii DSM 4838","Isoquinoline alkaloid biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Flavone and flavonol biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Ether lipid metabolism"
"Group1","Enterococcus mundtii DSM 4838","Arachidonic acid metabolism"
"Group1","Enterococcus mundtii DSM 4838","Linoleic acid metabolism"
"Group1","Enterococcus mundtii DSM 4838","Steroid biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Mannose type O-glycan biosynthesis"
"Group1","Enterococcus mundtii DSM 4838","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Faecalibacterium prausnitzii A2-165","Glycolysis / Gluconeogenesis"
"Group1","Faecalibacterium prausnitzii A2-165","Citrate cycle (TCA cycle)"
"Group1","Faecalibacterium prausnitzii A2-165","Pentose phosphate pathway"
"Group1","Faecalibacterium prausnitzii A2-165","Pentose and glucuronate interconversions"
"Group1","Faecalibacterium prausnitzii A2-165","Fructose and mannose metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Galactose metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Fatty acid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Oxidative phosphorylation"
"Group1","Faecalibacterium prausnitzii A2-165","Photosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Arginine biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Purine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Pyrimidine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Alanine; aspartate and glutamate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Glycine; serine and threonine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Monobactam biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Cysteine and methionine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Valine; leucine and isoleucine degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Valine; leucine and isoleucine biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Lysine biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Lysine degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Arginine and proline metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Carbapenem biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Histidine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Tyrosine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Phenylalanine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Tryptophan metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Novobiocin biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","beta-Alanine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Taurine and hypotaurine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Selenocompound metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Cyanoamino acid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","D-Amino acid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Glutathione metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Starch and sucrose metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Other glycan degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Amino sugar and nucleotide sugar metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Streptomycin biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Polyketide sugar unit biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Acarbose and validamycin biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Glycosaminoglycan degradation"
"Group1","Faecalibacterium prausnitzii A2-165","O-Antigen nucleotide sugar biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Peptidoglycan biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Glycerolipid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Inositol phosphate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Glycerophospholipid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Sphingolipid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Faecalibacterium prausnitzii A2-165","Pyruvate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Aminobenzoate degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Glyoxylate and dicarboxylate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Propanoate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Styrene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Butanoate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","C5-Branched dibasic acid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","One carbon pool by folate"
"Group1","Faecalibacterium prausnitzii A2-165","Methane metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Carbon fixation in photosynthetic organisms"
"Group1","Faecalibacterium prausnitzii A2-165","Carbon fixation pathways in prokaryotes"
"Group1","Faecalibacterium prausnitzii A2-165","Thiamine metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Riboflavin metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Vitamin B6 metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Nicotinate and nicotinamide metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Pantothenate and CoA biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Biotin metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Lipoic acid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Folate biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Porphyrin and chlorophyll metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Terpenoid backbone biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Zeatin biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Nitrogen metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Sulfur metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Phenylpropanoid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Glucosinolate biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Aminoacyl-tRNA biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Drug metabolism - other enzymes"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of various secondary metabolites - part 3"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of ansamycins"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of vancomycin group antibiotics"
"Group1","Faecalibacterium prausnitzii A2-165","Metabolic pathways"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of secondary metabolites"
"Group1","Faecalibacterium prausnitzii A2-165","Microbial metabolism in diverse environments"
"Group1","Faecalibacterium prausnitzii A2-165","Various types of N-glycan biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Lipopolysaccharide biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Faecalibacterium prausnitzii A2-165","Ascorbate and aldarate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Fatty acid elongation"
"Group1","Faecalibacterium prausnitzii A2-165","Fatty acid degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Geraniol degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Benzoate degradation"
"Group1","Faecalibacterium prausnitzii A2-165","alpha-Linolenic acid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Dioxin degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Xylene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Toluene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Chloroalkane and chloroalkene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Naphthalene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Retinol metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Caprolactam degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Metabolism of xenobiotics by cytochrome P450"
"Group1","Faecalibacterium prausnitzii A2-165","Drug metabolism - cytochrome P450"
"Group1","Faecalibacterium prausnitzii A2-165","Steroid hormone biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Phosphonate and phosphinate metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of various secondary metabolites - part 2"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Faecalibacterium prausnitzii A2-165","Primary bile acid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Secondary bile acid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Phenazine biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Aflatoxin biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Human immunodeficiency virus 1 infection"
"Group1","Faecalibacterium prausnitzii A2-165","Ethylbenzene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Atrazine degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of unsaturated fatty acids"
"Group1","Faecalibacterium prausnitzii A2-165","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Faecalibacterium prausnitzii A2-165","Limonene and pinene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Fluorobenzoate degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Polycyclic aromatic hydrocarbon degradation"
"Group1","Faecalibacterium prausnitzii A2-165","Isoquinoline alkaloid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Flavone and flavonol biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Ether lipid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Arachidonic acid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Linoleic acid metabolism"
"Group1","Faecalibacterium prausnitzii A2-165","Steroid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Mannose type O-glycan biosynthesis"
"Group1","Faecalibacterium prausnitzii A2-165","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Faecalibacterium prausnitzii APC918","Glycolysis / Gluconeogenesis"
"Group1","Faecalibacterium prausnitzii APC918","Citrate cycle (TCA cycle)"
"Group1","Faecalibacterium prausnitzii APC918","Pentose phosphate pathway"
"Group1","Faecalibacterium prausnitzii APC918","Pentose and glucuronate interconversions"
"Group1","Faecalibacterium prausnitzii APC918","Fructose and mannose metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Galactose metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Fatty acid biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Oxidative phosphorylation"
"Group1","Faecalibacterium prausnitzii APC918","Photosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Arginine biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Purine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Pyrimidine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Alanine; aspartate and glutamate metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Glycine; serine and threonine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Monobactam biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Cysteine and methionine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Valine; leucine and isoleucine degradation"
"Group1","Faecalibacterium prausnitzii APC918","Valine; leucine and isoleucine biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Lysine biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Lysine degradation"
"Group1","Faecalibacterium prausnitzii APC918","Arginine and proline metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Carbapenem biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Histidine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Tyrosine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Phenylalanine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Tryptophan metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Novobiocin biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","beta-Alanine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Taurine and hypotaurine metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Selenocompound metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Cyanoamino acid metabolism"
"Group1","Faecalibacterium prausnitzii APC918","D-Amino acid metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Glutathione metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Starch and sucrose metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Other glycan degradation"
"Group1","Faecalibacterium prausnitzii APC918","Amino sugar and nucleotide sugar metabolism"
"Group1","Faecalibacterium prausnitzii APC918","Streptomycin biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Polyketide sugar unit biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Acarbose and validamycin biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Glycosaminoglycan degradation"
"Group1","Faecalibacterium prausnitzii APC918","O-Antigen nucleotide sugar biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Peptidoglycan biosynthesis"
"Group1","Faecalibacterium prausnitzii APC918","Glycerolipid metabolism"
