"Group","bacteria","pathway","genus"
"Group1","Lactobacillus amylovorus S60","Carbon fixation pathways in prokaryotes","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Thiamine metabolism","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Riboflavin metabolism","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Nicotinate and nicotinamide metabolism","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Pantothenate and CoA biosynthesis","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Porphyrin and chlorophyll metabolism","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Terpenoid backbone biosynthesis","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Nitrogen metabolism","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Aminoacyl-tRNA biosynthesis","Lactobacillus"
"Group1","Lactobacillus amylovorus S60","Drug metabolism - other enzymes","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Glycolysis / Gluconeogenesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Citrate cycle (TCA cycle)","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Pentose phosphate pathway","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Pentose and glucuronate interconversions","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Fructose and mannose metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Galactose metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Oxidative phosphorylation","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Photosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Arginine biosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Purine metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Pyrimidine metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Alanine; aspartate and glutamate metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Glycine; serine and threonine metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Cysteine and methionine metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Valine; leucine and isoleucine degradation","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Lysine biosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Tyrosine metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Taurine and hypotaurine metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Selenocompound metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","D-Amino acid metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Glutathione metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Starch and sucrose metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Amino sugar and nucleotide sugar metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","O-Antigen nucleotide sugar biosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Peptidoglycan biosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Glycerophospholipid metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Pyruvate metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Propanoate metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Butanoate metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","One carbon pool by folate","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Methane metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Carbon fixation in photosynthetic organisms","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Carbon fixation pathways in prokaryotes","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Thiamine metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Riboflavin metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Nicotinate and nicotinamide metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Pantothenate and CoA biosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Porphyrin and chlorophyll metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Terpenoid backbone biosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Nitrogen metabolism","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Aminoacyl-tRNA biosynthesis","Lactobacillus"
"Group1","Lactobacillus brevis KB290","Drug metabolism - other enzymes","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Glycolysis / Gluconeogenesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Citrate cycle (TCA cycle)","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Pentose phosphate pathway","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Pentose and glucuronate interconversions","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Fructose and mannose metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Galactose metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Oxidative phosphorylation","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Photosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Arginine biosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Purine metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Pyrimidine metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Alanine; aspartate and glutamate metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Glycine; serine and threonine metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Cysteine and methionine metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Valine; leucine and isoleucine degradation","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Lysine biosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Tyrosine metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Taurine and hypotaurine metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Selenocompound metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","D-Amino acid metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Glutathione metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Starch and sucrose metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Amino sugar and nucleotide sugar metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","O-Antigen nucleotide sugar biosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Peptidoglycan biosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Glycerophospholipid metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Pyruvate metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Propanoate metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Butanoate metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","One carbon pool by folate","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Methane metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Carbon fixation in photosynthetic organisms","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Carbon fixation pathways in prokaryotes","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Thiamine metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Riboflavin metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Nicotinate and nicotinamide metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Pantothenate and CoA biosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Porphyrin and chlorophyll metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Terpenoid backbone biosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Nitrogen metabolism","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Aminoacyl-tRNA biosynthesis","Lactobacillus"
"Group1","Lactobacillus casei DSM 20011 = JCM 1134 = ATCC 393","Drug metabolism - other enzymes","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Glycolysis / Gluconeogenesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Citrate cycle (TCA cycle)","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Pentose phosphate pathway","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Pentose and glucuronate interconversions","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Fructose and mannose metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Galactose metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Oxidative phosphorylation","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Photosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Arginine biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Purine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Pyrimidine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Alanine; aspartate and glutamate metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Glycine; serine and threonine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Cysteine and methionine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Valine; leucine and isoleucine degradation","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Lysine biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Tyrosine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Taurine and hypotaurine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Selenocompound metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","D-Amino acid metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Glutathione metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Starch and sucrose metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Amino sugar and nucleotide sugar metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","O-Antigen nucleotide sugar biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Peptidoglycan biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Glycerophospholipid metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Pyruvate metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Propanoate metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Butanoate metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","One carbon pool by folate","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Methane metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Carbon fixation in photosynthetic organisms","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Carbon fixation pathways in prokaryotes","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Thiamine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Riboflavin metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Nicotinate and nicotinamide metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Pantothenate and CoA biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Porphyrin and chlorophyll metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Terpenoid backbone biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Nitrogen metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Aminoacyl-tRNA biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis CECT 5711","Drug metabolism - other enzymes","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Glycolysis / Gluconeogenesis","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Citrate cycle (TCA cycle)","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Pentose phosphate pathway","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Pentose and glucuronate interconversions","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Fructose and mannose metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Galactose metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Oxidative phosphorylation","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Photosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Arginine biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Purine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Pyrimidine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Alanine; aspartate and glutamate metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Glycine; serine and threonine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Cysteine and methionine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Valine; leucine and isoleucine degradation","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Lysine biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Tyrosine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Taurine and hypotaurine metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Selenocompound metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","D-Amino acid metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Glutathione metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Starch and sucrose metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Amino sugar and nucleotide sugar metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","O-Antigen nucleotide sugar biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Peptidoglycan biosynthesis","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Glycerophospholipid metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Pyruvate metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Propanoate metabolism","Lactobacillus"
"Group1","Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","Butanoate metabolism","Lactobacillus"
